image_id,PredictionString
3e86f7a0078799279f334db4074f109e,5 0.0 187 954 592 1832 11 0.0 518 470 728 551 13 0.0 413 869 526 954 13 0.0 378 854 561 978 11 0.0 565 460 775 513 9 0.0 144 1728 257 1879 9 0.1 152 1775 253 1851 0 0.3 950 702 1207 959 14 0.7765116021037102 0 0 1 1
218e819ed8c0fe25c92ee7f1d5b993c7,11 0.0 1122 254 1387 394 9 0.1 199 1669 809 1830 14 0.847764641046524 0 0 1 1
7db8d2571612fa51c3fea231524803cc,14 1 0 0 1 1
9a7c3ac63356de02fc79d613fccee843,14 1 0 0 1 1
7333af45f987aed199da0aed5dd59fd6,14 1 0 0 1 1
6ee33e87bb9db350f4492c105b484d7b,14 1 0 0 1 1
6a7a509436c9822e6481247f7df41779,14 1 0 0 1 1
4736524816401e7b31cfb0cac71d7a8e,2 0.0 1543 606 1617 780 9 0.0 427 1104 516 1350 11 0.0 1583 258 1860 372 0 0.0 1250 552 1766 1068 0 0.0 1483 588 1622 774 11 0.0 1761 324 1940 474 11 0.0 1493 258 1712 354 0 0.8 1364 552 1637 888 3 0.9 957 1392 2034 1902
594fb89413087c080ddd2c97a3f6acf0,11 0.0 2603 2022 2678 2131 0 0.0 1256 748 1978 1361 11 0.0 1692 385 2110 488 3 0.8 1170 1594 2380 2017 0 0.8 1583 743 1938 1182
1b2df8b1ebcd4cf26b828e96dd54304a,9 0.0 1500 2202 1548 2271 9 0.0 1228 947 1644 1396 0 0.1 1084 654 1304 859 3 0.1 816 1079 1652 1416 14 0.1558956429362297 0 0 1 1
232e100235a5357cf19c135892af7d83,14 1 0 0 1 1
76482dd89d7d8ea3650e9a0b8e01aba6,14 1 0 0 1 1
f7c9af76d1b6223f1eef8f20b51f1513,14 1 0 0 1 1
2b096376f5a0f62d10847e5d6f540a41,14 1 0 0 1 1
884f2b574d9600dd52f4a04c9aa3a230,13 0.0 1890 1418 1993 1541 3 0.0 828 1586 1827 2053 8 0.0 517 1530 580 1575 9 0.0 261 1744 329 1800 0 0.0 1260 742 1521 1046 13 0.1 648 1350 855 1418 8 0.1 1881 1429 1989 1586 7 0.1 1886 1423 1985 1575 14 0.289705503731966 0 0 1 1
ec73f422063ce59169c6c13d3c6227a7,14 1 0 0 1 1
16df71f433fedfbc6c67cc338137d7e4,5 0.0 1976 991 2410 1579 10 0.0 2353 2712 2430 2860 5 0.0 1987 1808 2508 2768 10 0.0 175 2470 258 2607 9 0.0 304 1808 820 2365 11 0.0 619 371 1089 687 8 0.0 2033 1746 2224 1994 9 0.0 1032 898 1646 2278 5 0.0 1899 1585 2322 2217 7 0.0 449 1851 820 2266 5 0.0 1816 1511 2420 2613 9 0.0 820 854 1925 3009 0 0.0 939 811 1775 2062 11 0.0 769 458 1058 526 5 0.0 2012 1746 2214 2049 11 0.0 175 2439 253 2576 0 0.0 1440 904 1852 1412 8 0.0 2069 1796 2178 1932 6 0.0 433 1851 790 2291 5 0.1 423 1851 790 2297 3 0.1 810 1424 2095 2761 11 0.2 671 452 1048 576 0 0.7 1048 873 1842 1467 14 0.15497510600835085 0 0 1 1
be794e647d0f6f47a4cd21964c6f96e5,14 1 0 0 1 1
56beeb20098b516474d17a9c36b23c7c,8 0.0 1515 1196 1663 1414 13 0.0 471 1519 787 1637 9 0.0 347 1614 810 1989 7 0.0 1492 1158 1729 1523 3 0.0 794 1495 1710 1827 7 0.1 1476 1125 1803 1808 14 0.867011733353138 0 0 1 1
01431a2618c0ace741e4e270a37e20b9,8 0.0 954 720 1062 838 7 0.0 958 720 1066 838 9 0.0 621 1671 720 1744 0 0.0 1278 776 1737 1237 11 0.0 1480 501 1696 574 0 0.7 1377 804 1656 1131 3 0.8 1062 1423 2070 1794 14 0.06452030874788761 0 0 1 1
4d3acb5e51c6ab03ed5bc7537125ffc2,11 0.0 557 305 1090 495 8 0.0 799 1296 875 1350 0 0.2 1285 729 1703 1132 8 0.2 1627 566 1699 648 14 0.5773866698145866 0 0 1 1
a450a8bf5b6f81cdc6111bc26d512856,14 1 0 0 1 1
670058d081c80065f0bc1087737093cb,14 1 0 0 1 1
9a8dfa3f9fb55a22a1fae7efeca1c326,14 1 0 0 1 1
58baa9b0269a2987f5475a554033c4b1,13 0.0 2004 906 2448 1128 0 0.0 1638 714 1878 954 11 0.0 1224 408 1452 486 3 0.1 1308 1476 2346 1878 14 0.8556439280509949 0 0 1 1
c4232411727c2821c17c059a260427d9,11 0.0 617 462 959 548 0 0.0 1158 763 1424 1091 11 0.0 1264 462 1623 564 9 0.0 186 1864 943 2601 5 0.0 1378 1483 1868 2047 14 0.7604941800236702 0 0 1 1
3fc0d536d17610d6811d9c725999e25e,14 1 0 0 1 1
4fba6d90e4c0141270b19446fbc97796,14 1 0 0 1 1
56237d3770e31568eb965067d2d948af,13 0.0 450 1198 819 1311 0 0.0 1021 630 1485 1086 13 0.0 536 1204 801 1271 10 0.0 1908 1721 1980 1868 11 0.1 1899 1704 1971 1862 3 0.8 846 1294 1791 1671 0 0.8 1148 686 1436 984
f026b34e04a2bfc6327f2218cf47cd73,14 1 0 0 1 1
d75a718e64f556d92fada391278ac5f3,14 1 0 0 1 1
ac2ff5fbe1414b37f6c093af463a2e8c,14 1 0 0 1 1
739077a7a2add5c87ca97bda44c8bb95,9 0.0 2416 612 2530 912 11 0.0 2411 594 2535 912 9 0.0 1101 444 1712 2268 11 0.0 1841 450 2019 576 12 0.0 1508 108 2297 2568 14 0.891249991953373 0 0 1 1
33e9093de7567d13466efefda65aa682,13 0.0 2406 1740 2478 1818 3 0.0 1272 1536 2274 1920 11 0.0 1950 390 2160 456 13 0.0 858 1728 1296 1902 11 0.0 2004 396 2226 522 11 0.0 1134 372 1380 426 11 0.0 1260 378 1488 426 11 0.0 1764 396 1944 498 14 0.8705614507198334 0 0 1 1
5d74f8fd78068c30775dc2c98790e8b9,5 0.0 174 737 826 2328 5 0.0 1841 1083 2384 2130 2 0.0 1294 718 1702 1337 0 0.0 1264 712 1712 1319 14 0.3949892707169056 0 0 1 1
b29fdbcf453e70793197879d52dd9932,14 1 0 0 1 1
7befd6661fd921f67f8d9cb84f98868f,14 1 0 0 1 1
056815f22ac3de9b9eb6fb963d4cfa5a,14 1 0 0 1 1
b8603c52ef3d03e6f9da6af8a089b455,11 0.0 1815 1694 1885 1804 9 0.0 1511 1481 1737 1609 13 0.0 1437 944 1753 1542 13 0.0 483 816 748 1130 11 0.0 1246 370 1527 422 13 0.0 487 617 876 1443 7 0.0 370 1073 713 1443 9 0.0 1355 959 1741 1566 7 0.0 378 845 853 1495 11 0.0 646 389 935 451 9 0.0 393 617 814 1509 7 0.0 1418 1063 1780 1647 9 0.0 1534 1495 1784 1680 6 0.1 389 973 779 1495 13 0.1 362 925 802 1490 3 0.2 724 1196 1558 1623 6 0.3 300 650 861 1561 6 0.3 1496 1187 1756 1552 7 0.3 1503 1224 1756 1547 6 0.4 1398 954 1760 1576 14 0.7528124302625656 0 0 1 1
8b9c9d55bd03bf92f252c764bdc05bcf,14 1 0 0 1 1
3215a7d4dc49d93b54635b85df536b8f,14 1 0 0 1 1
8b44752d98acbc233b093260c0f2061d,14 1 0 0 1 1
3f51f6bbad915b2d088bdceea490f3ff,13 0.0 606 952 824 1149 13 0.0 2064 903 2154 963 13 0.0 374 766 928 1204 13 0.0 1543 405 1827 799 13 0.0 1292 656 1614 1171 13 0.0 355 979 663 1138 13 0.0 492 492 781 963 11 0.0 521 328 900 492 11 0.0 388 372 758 875 11 0.0 1524 306 1818 454 11 0.1 459 339 871 695 13 0.1 1827 875 2149 1214 11 0.1 1761 372 1998 706 0 0.1 1269 656 1605 1143 11 0.2 1430 290 1979 799 11 0.2 407 405 601 722 13 0.3 1676 531 2178 1204 13 0.5 1477 372 2036 914 13 0.6 398 421 923 1094 11 0.7 1439 274 1913 492 14 0.1532099563628435 0 0 1 1
72cfa22b529d2ae71985b2636cb9baf8,11 0.0 1206 0 1626 84 10 0.0 774 2232 852 2352 13 0.0 1260 450 1506 636 11 0.0 1050 372 1536 768 5 0.0 816 1656 1290 2088 8 0.0 2334 822 2400 876 13 0.0 2040 576 2250 816 13 0.0 2424 1410 2484 1500 11 0.0 762 2232 852 2346 13 0.0 2256 1338 2358 1392 13 0.0 2328 1140 2472 1212 5 0.0 780 1026 1452 2166 13 0.0 948 1086 1146 1200 0 0.0 1536 654 2118 1218 13 0.0 1212 528 1500 918 8 0.0 1080 1800 1152 1836 11 0.0 1746 318 2244 750 7 0.0 2352 834 2424 900 11 0.0 1212 414 1494 636 13 0.0 1962 570 2184 906 13 0.0 2100 468 2346 714 11 0.0 1908 414 2274 552 11 0.1 1872 384 2100 462 8 0.1 2352 840 2412 894 8 0.1 1104 1800 1164 1860 11 0.1 1824 396 2016 516 11 0.1 1104 426 1398 588 11 0.2 2070 432 2322 786 11 0.3 1272 432 1512 546 11 0.3 2106 438 2316 594 3 0.4 1350 1554 2388 2052 11 0.6 1176 420 1488 516 13 0.6 1980 498 2364 912 11 0.6 1806 372 2148 498 0 0.8 1710 666 2004 1092
5254623fe2189d170d018917e5833c79,14 1 0 0 1 1
bbab4dd25cce6bcce8cfbc431301d5e1,14 1 0 0 1 1
b6306e43c25510ae95720bc16ce3e9df,13 0.0 580 1668 843 1752 11 0.0 2297 2352 2371 2460 13 0.0 620 822 769 924 14 0.409658657386899 0 0 1 1
4b81d215ee6e2cb1d59cd812475c0172,14 1 0 0 1 1
ded48559b86e307d86f522abb9bab7d1,14 1 0 0 1 1
86f163288f42611c975cbc28990cadd3,13 0.0 785 1406 1236 1559 3 0.0 1348 2760 1922 3000 9 0.0 814 1406 1225 1559 13 0.0 762 879 984 961 0 0.1 1324 598 2027 1002 0 0.1 1658 592 2016 943 3 0.3 1283 1166 2473 1570 14 0.3958110269159079 0 0 1 1
a7e8992bfbf1e24fb95721fb71e51159,14 1 0 0 1 1
2149d92bf6e0a54eefb4ad12a24decd9,14 1 0 0 1 1
493a7af11aa1a9a1a676aba29e0c6f9d,11 0.0 1090 0 1296 60 5 0.0 297 1757 762 2272 11 0.0 497 423 703 661 8 0.0 402 1773 465 1843 11 0.0 1287 374 1738 526 5 0.0 1579 1274 1976 2288 5 0.1 260 591 830 2293 11 0.1 652 347 986 450 14 0.8444000408053398 0 0 1 1
3075716fb54707f068e0ecd8d687f799,11 0.0 1312 5 1520 112 13 0.0 1656 1768 1704 1851 13 0.0 1152 1543 1440 1934 11 0.0 1088 527 1240 576 8 0.0 1664 1768 1712 1841 11 0.0 668 518 832 557 9 0.0 1668 1772 1712 1836 0 0.3 992 801 1208 1035 14 0.8647994324564934 0 0 1 1
af72268c7cc92691f6f095ad6ba5af60,14 1 0 0 1 1
32b33ed354f4f86cec0a90e53f584d58,0 0.0 1298 1088 1534 1313 13 0.0 541 946 703 1070 2 0.0 1416 1100 1529 1242 2 0.2 1367 1065 1529 1289 14 0.6845700219273567 0 0 1 1
818a1e7fcce109b3640d73dcf9ae74da,14 1 0 0 1 1
a3874b272553659e7d83cfaf09dad9e0,0 0.0 1157 637 1642 1119 11 0.0 2189 1950 2319 2199 2 0.0 1493 737 1575 925 0 0.1 1435 720 1579 936 3 0.3 864 1507 1988 1983 0 0.7 1315 703 1584 1025 14 0.7730734795331955 0 0 1 1
5c0e796a597b61fba079b721221267a4,14 1 0 0 1 1
13775f4e51c24f0cd01ba11398e2caeb,14 1 0 0 1 1
62019939690f6d1adffa89335bc8822f,0 0.0 1680 803 1913 1077 0 0.0 1163 778 1925 1492 8 0.0 2431 1657 2486 1702 11 0.0 200 1983 300 2250 10 0.0 211 1976 300 2231 3 0.7 990 1575 2397 2053 0 0.8 1580 778 1925 1211
47e9bd83458885c6edba8b24a267a392,11 0.0 1599 395 1948 519 7 0.0 412 760 818 1272 13 0.0 1584 2229 1917 2396 11 0.0 1797 420 1990 488 10 0.0 526 1828 1125 2520 13 0.0 443 1248 802 1464 11 0.0 1714 420 2000 679 11 0.0 719 401 1177 543 13 0.0 2058 2149 2172 2260 9 0.0 276 1519 766 2075 13 0.0 396 951 729 1340 11 0.0 219 704 521 1779 3 0.0 901 1822 2032 2421 13 0.1 531 747 891 1223 7 0.1 396 1612 813 2087 11 0.1 1750 414 2037 519 10 0.1 203 1569 755 2155 13 0.1 2016 698 2302 1272 10 0.2 563 1735 990 2192 13 0.2 1828 537 2328 1303 6 0.3 422 630 964 1346 13 0.3 385 661 1005 1408 7 0.4 604 1729 1005 2205 13 0.5 1630 414 2047 1062 7 0.5 271 1618 1011 2217 10 0.6 224 1630 979 2390 14 0.16023150645196438 0 0 1 1
673fdef5f3c813232620a6d2af079cac,8 0.0 1150 50 1241 155 9 0.0 1150 831 1195 897 11 0.0 611 1750 826 1811 10 0.0 1939 1845 2053 2077 8 0.0 1588 897 1779 1113 8 0.0 1825 1606 1884 1678 9 0.0 1647 836 1912 1235 11 0.0 693 543 1013 609 11 0.0 1925 1872 2053 2144 11 0.0 1387 543 1647 598 8 0.0 1702 875 1871 1158 13 0.0 1674 919 1925 1329 13 0.0 1510 908 1875 1363 8 0.0 1811 1579 1930 1728 13 0.0 611 964 821 1136 9 0.0 1697 886 1884 1147 13 0.0 543 775 1013 1296 6 0.0 561 1390 871 1778 6 0.0 552 803 1004 1352 7 0.0 570 1412 853 1784 8 0.0 1779 919 1866 1014 8 0.0 1515 859 1734 1141 8 0.0 1551 870 1830 1241 6 0.0 1496 919 1998 1845 6 0.0 1474 825 1903 1457 11 0.0 1944 1828 2049 2027 0 0.1 1186 809 1414 1080 3 0.1 871 1357 1743 1917 13 0.1 1474 775 1948 1612 5 0.3 1460 787 2035 1917 8 0.3 1588 947 1684 1058 14 0.6167014036327599 0 0 1 1
04c6efbd31a676bb888a4f5bf53d03c1,14 1 0 0 1 1
e13092b1a2848a29558f6c661652332d,14 1 0 0 1 1
cc5503112f1ca892fee7fb0d1002a6f9,14 1 0 0 1 1
f3da3f6e8cbc9b17d27754339b0b2311,14 1 0 0 1 1
0d0561a5e6379aba13d71e50b6b70747,13 0.0 1008 726 1092 768 2 0.0 1008 2058 1068 2100 11 0.0 396 2256 492 2352 11 0.0 1650 444 2082 582 7 0.0 2028 1428 2268 1764 3 0.0 1116 1740 2124 2148 13 0.0 744 1524 1062 1584 9 0.0 2052 1470 2238 1764 8 0.0 1008 2058 1062 2100 11 0.0 1818 462 2046 558 11 0.0 1626 480 1878 552 8 0.0 2052 1464 2232 1770 11 0.0 876 480 1176 570 11 0.0 1722 468 1944 516 13 0.0 2058 1458 2250 1716 13 0.0 2082 1404 2184 1536 11 0.0 912 468 1236 540 8 0.0 2082 1440 2178 1530 11 0.0 1080 480 1278 564 11 0.1 1638 456 1860 516 11 0.1 852 510 1050 600 9 0.1 2082 1434 2178 1530 0 0.1 1446 834 1704 1152 11 0.1 1668 462 2016 534 14 0.205823658965528 0 0 1 1
a7b8a9e921ea304362918523cc3529ef,10 0.0 1752 1307 1839 1490 9 0.0 1177 969 1688 1501 11 0.0 1341 737 1679 897 11 0.0 1209 659 1661 986 3 0.0 479 1507 1460 2121 9 0.0 1579 377 1798 554 11 0.0 1314 753 1483 820 10 0.0 1259 1274 1852 1717 7 0.1 1309 1141 1597 1368 9 0.1 1309 1141 1606 1374 0 0.2 1287 1124 1615 1407 10 0.3 1204 1130 1884 2016 11 0.4 1282 731 1579 847 14 0.18299119267612696 0 0 1 1
59779a96f5abd70d14a67ebdd4502d60,14 1 0 0 1 1
ec84efcda776fb18bf86866e11e12832,14 1 0 0 1 1
6d5cbffaa090403113687a73278ba98e,14 1 0 0 1 1
0956d88d67ce080413b1b3ac20ab8622,5 0.0 304 1050 616 1426 9 0.0 696 322 1324 2227 11 0.0 140 2427 212 2490 11 0.0 1228 264 1428 308 9 0.0 1356 874 1408 938 8 0.0 1808 1455 1852 1504 9 0.0 876 693 936 786 13 0.0 1392 952 1860 1655 5 0.0 264 967 704 1587 13 0.0 1388 488 1628 811 5 0.1 1392 767 1852 1685 5 0.1 268 488 820 1748 0 0.2 1008 557 1220 815 14 0.2540172208100557 0 0 1 1
55af1c9a0c2d59b4b6a07797df35b0d5,14 1 0 0 1 1
c76cc6842dd21b058883c74433af4df7,14 1 0 0 1 1
b56a27064980bc682ef60687a7938dc0,11 0.0 1223 310 1405 371 13 0.0 379 1246 620 1318 13 0.0 374 1235 789 1385 0 0.2 1109 648 1346 914 2 0.2 1173 637 1341 892 2 0.2 1250 676 1346 853 3 0.7 840 1169 1834 1628 14 0.8825793117284775 0 0 1 1
4688671bef57318e17dadd91a29e1e0a,13 0.0 2051 732 2291 855 3 0.1 0 29 1248 639 14 0.8537141680717468 0 0 1 1
8cdb33b248a22754d1c2d8b409695a23,14 1 0 0 1 1
2cbbb0c958dbc2f4d15171d1fc11ba2a,14 1 0 0 1 1
c2b303919b4fb1a317302c51de931d2c,9 0.0 1469 0 1684 83 3 0.0 689 1008 1816 1900 9 0.0 1405 0 1679 138 9 0.0 1246 72 1437 294 9 0.0 100 1147 210 1385 14 0.9045446068048476 0 0 1 1
beaf2c5dd03389619b306ba42e2467d3,0 0.0 892 821 1153 1111 14 0.8405757844448091 0 0 1 1
43f36cac2950bc05f18187f0b1a7670e,14 1 0 0 1 1
b6aecabe61430787ed4cdeb4409da3cb,14 1 0 0 1 1
8408eea460f0a9a2f9aec40da98917cb,14 1 0 0 1 1
95c7dd4307b9ab126fe347ba6e57dd7e,14 1 0 0 1 1
0493df0059bd251e6dbb0dc71f5c5b45,9 0.0 540 667 1009 1782 3 0.0 819 987 1823 1463 0 0.0 841 379 1487 905 9 0.0 1363 347 2266 2075 5 0.0 159 718 558 2006 9 0.0 1974 1714 2045 1792 5 0.0 226 690 699 1462 9 0.0 164 1056 487 1773 3 0.0 66 1837 938 2294 9 0.0 111 1252 894 2038 11 0.0 2045 1819 2124 1965 9 0.0 1815 201 2266 2198 9 0.0 567 1298 1000 2011 11 0.0 513 192 1027 452 9 0.0 124 434 1005 2139 9 0.0 1859 1101 2266 2153 3 0.0 668 530 1704 1718 9 0.0 239 1691 814 1906 9 0.0 66 1828 898 2326 9 0.0 1965 352 2266 1764 9 0.0 562 224 1593 1910 9 0.1 0 1289 195 1988 5 0.1 1328 398 2107 1910 11 0.1 562 233 974 375 9 0.2 4 1207 328 2116 2 0.2 1098 370 1469 772 9 0.2 58 1001 527 2102 0 0.5 1098 370 1465 791 5 0.6 199 388 832 1796 3 0.7 566 973 1965 1920
4e7c01fd1cfbfc54d2ac4913f6359be7,11 0.0 1740 384 2040 432 11 0.0 1008 396 1320 444 14 0.747892938554287 0 0 1 1
99f7683a4b94a0cdb5f3b98953647a47,14 1 0 0 1 1
9105b96b6fdcb0dc599dc279b23c524e,13 0.0 1670 421 2126 1584 11 0.0 1579 244 1830 349 9 0.0 210 2083 301 2304 9 0.0 1036 1656 1483 2825 10 0.0 388 1712 447 1811 9 0.0 1820 559 2336 2448 11 0.0 383 1712 447 1817 9 0.0 839 266 1743 2365 5 0.0 447 980 908 1695 9 0.0 1040 1069 1442 2482 5 0.0 1706 393 2131 1484 5 0.1 1528 316 2067 1191 13 0.1 1487 260 2080 1241 6 0.1 1524 260 2080 1257 9 0.1 233 2144 287 2260 5 0.1 1560 255 2222 1994 3 0.1 757 554 1980 2171 5 0.5 411 454 990 1944 14 0.5171466805040836 0 0 1 1
1d1fcf6654f7d727aafae5c5eba5fd7f,9 0.0 374 1595 1118 2083 0 0.0 922 859 1670 1468 11 0.0 985 6 1232 66 14 0.7271688804030418 0 0 1 1
ba38573ea116b6f1b299fe7f8843325d,13 0.0 1820 762 2014 978 11 0.0 165 2195 246 2297 14 0.8584161251783371 0 0 1 1
da7cdc23c69b13c2677e7bf8de1a06e7,0 0.0 1585 575 1740 828 11 0.0 1622 285 1900 382 3 0.0 1046 1204 2198 1785 0 0.0 1281 521 1814 1010 13 0.0 1846 742 2305 1021 11 0.1 1852 274 2060 419 0 0.6 1473 570 1750 892
8234fae0532b776d3ec872a46d34a68c,9 0.0 2355 463 2742 814 0 0.0 1547 738 1811 1037 2 0.1 1594 738 1811 1020 14 0.7956065908074379 0 0 1 1
969570a649d3d7f430dd2e4ec11b7bc4,14 1 0 0 1 1
e259b6e287f75fd57c9647b256c683be,11 0.0 1090 416 1295 469 9 0.0 2186 1828 2279 1916 8 0.0 709 1986 797 2063 8 0.0 2191 1834 2273 1922 14 0.8399899899959564 0 0 1 1
